id,title,ingredients,url
64d0f8b061,All-American Roast Beef Panini,"4 slices whole-wheat country bread (or 2 ciabatta sandwich rolls, split) or 4 slices rye bread (or 2 ciabatta sandwich rolls, split)",http://www.food.com/recipe/all-american-roast-beef-panini-476999
64d0f8b061,All-American Roast Beef Panini,"1 tablespoon unsalted butter, at room temperature",http://www.food.com/recipe/all-american-roast-beef-panini-476999
64d0f8b061,All-American Roast Beef Panini,"12 lb roast beef, thinly sliced",http://www.food.com/recipe/all-american-roast-beef-panini-476999
64d0f8b061,All-American Roast Beef Panini,salt,http://www.food.com/recipe/all-american-roast-beef-panini-476999
64d0f8b061,All-American Roast Beef Panini,fresh ground black pepper,http://www.food.com/recipe/all-american-roast-beef-panini-476999
64d0f8b061,All-American Roast Beef Panini,"1 ounce parmesan cheese, shaved with a vegetable peeler",http://www.food.com/recipe/all-american-roast-beef-panini-476999
64d0f8b061,All-American Roast Beef Panini,"watercress, 1 small bunch, tough stems removed",http://www.food.com/recipe/all-american-roast-beef-panini-476999
64d126d243,Curried Beef With Onions,"12 lb beef, thinly sliced",http://www.food.com/recipe/curried-beef-with-onions-368398
64d126d243,Curried Beef With Onions,1 teaspoon curry powder,http://www.food.com/recipe/curried-beef-with-onions-368398
64d126d243,Curried Beef With Onions,2 tablespoons soy sauce,http://www.food.com/recipe/curried-beef-with-onions-368398
64d126d243,Curried Beef With Onions,1 tablespoon cornstarch,http://www.food.com/recipe/curried-beef-with-onions-368398
64d126d243,Curried Beef With Onions,1 tablespoon sesame oil,http://www.food.com/recipe/curried-beef-with-onions-368398
64d126d243,Curried Beef With Onions,1 teaspoon sugar,http://www.food.com/recipe/curried-beef-with-onions-368398
64d126d243,Curried Beef With Onions,4 tablespoons oil,http://www.food.com/recipe/curried-beef-with-onions-368398
64d126d243,Curried Beef With Onions,14 cup water,http://www.food.com/recipe/curried-beef-with-onions-368398
64d126d243,Curried Beef With Onions,"2 onions, cut into strips",http://www.food.com/recipe/curried-beef-with-onions-368398
64d126d243,Curried Beef With Onions,12 teaspoon salt,http://www.food.com/recipe/curried-beef-with-onions-368398
64d15361cf,Spicy Sausage Vodka Cream Sauce,1 lb penne pasta,http://www.food.com/recipe/spicy-sausage-vodka-cream-sauce-302683
64d15361cf,Spicy Sausage Vodka Cream Sauce,14 cup extra virgin olive oil,http://www.food.com/recipe/spicy-sausage-vodka-cream-sauce-302683
64d15361cf,Spicy Sausage Vodka Cream Sauce,"4 garlic cloves, minced",http://www.food.com/recipe/spicy-sausage-vodka-cream-sauce-302683
64d15361cf,Spicy Sausage Vodka Cream Sauce,1 teaspoon crushed red pepper flakes,http://www.food.com/recipe/spicy-sausage-vodka-cream-sauce-302683
64d15361cf,Spicy Sausage Vodka Cream Sauce,1 teaspoon chili pepper (opt. for hotness),http://www.food.com/recipe/spicy-sausage-vodka-cream-sauce-302683
64d15361cf,Spicy Sausage Vodka Cream Sauce,1 (28 ounce) can crushed tomatoes,http://www.food.com/recipe/spicy-sausage-vodka-cream-sauce-302683
64d15361cf,Spicy Sausage Vodka Cream Sauce,"1 onion, chopped",http://www.food.com/recipe/spicy-sausage-vodka-cream-sauce-302683
64d15361cf,Spicy Sausage Vodka Cream Sauce,12 cup vodka,http://www.food.com/recipe/spicy-sausage-vodka-cream-sauce-302683
64d15361cf,Spicy Sausage Vodka Cream Sauce,12 cup heavy whipping cream,http://www.food.com/recipe/spicy-sausage-vodka-cream-sauce-302683
64d15361cf,Spicy Sausage Vodka Cream Sauce,14 cup chopped fresh parsley,http://www.food.com/recipe/spicy-sausage-vodka-cream-sauce-302683
64d15361cf,Spicy Sausage Vodka Cream Sauce,7 -12 ounces hot Italian sausage (your preference of chunkiness),http://www.food.com/recipe/spicy-sausage-vodka-cream-sauce-302683
64d15361cf,Spicy Sausage Vodka Cream Sauce,salt and pepper,http://www.food.com/recipe/spicy-sausage-vodka-cream-sauce-302683
64d17b8c52,Kickin' Blue Cheese Prime Rib Sauce,14 cup heavy cream,http://www.food.com/recipe/kickin-blue-cheese-prime-rib-sauce-109561
64d17b8c52,Kickin' Blue Cheese Prime Rib Sauce,14 cup prepared horseradish,http://www.food.com/recipe/kickin-blue-cheese-prime-rib-sauce-109561
64d17b8c52,Kickin' Blue Cheese Prime Rib Sauce,14 cup sour cream,http://www.food.com/recipe/kickin-blue-cheese-prime-rib-sauce-109561
64d17b8c52,Kickin' Blue Cheese Prime Rib Sauce,14 cup crumbled blue cheese,http://www.food.com/recipe/kickin-blue-cheese-prime-rib-sauce-109561
64d17b8c52,Kickin' Blue Cheese Prime Rib Sauce,12 teaspoon sugar,http://www.food.com/recipe/kickin-blue-cheese-prime-rib-sauce-109561
64d17b8c52,Kickin' Blue Cheese Prime Rib Sauce,1 dash cayenne,http://www.food.com/recipe/kickin-blue-cheese-prime-rib-sauce-109561
64d17b8c52,Kickin' Blue Cheese Prime Rib Sauce,salt and pepper,http://www.food.com/recipe/kickin-blue-cheese-prime-rib-sauce-109561
64d17f6002,Nan's Best Dark Fruitcake:,3 cups seedless raisins,http://www.food.com/recipe/nans-best-dark-fruitcake-3962
64d17f6002,Nan's Best Dark Fruitcake:,3 cups sultana raisins,http://www.food.com/recipe/nans-best-dark-fruitcake-3962
64d17f6002,Nan's Best Dark Fruitcake:,"1 cup glace cherries, chopped",http://www.food.com/recipe/nans-best-dark-fruitcake-3962
64d17f6002,Nan's Best Dark Fruitcake:,"1 cup dates, chopped",http://www.food.com/recipe/nans-best-dark-fruitcake-3962
64d17f6002,Nan's Best Dark Fruitcake:,"1 cup nuts, chopped, lightly toasted (that have been in the oven)",http://www.food.com/recipe/nans-best-dark-fruitcake-3962
64d17f6002,Nan's Best Dark Fruitcake:,14 teaspoon baking soda,http://www.food.com/recipe/nans-best-dark-fruitcake-3962
64d17f6002,Nan's Best Dark Fruitcake:,12 teaspoon salt,http://www.food.com/recipe/nans-best-dark-fruitcake-3962
64d17f6002,Nan's Best Dark Fruitcake:,1 12 cups flour,http://www.food.com/recipe/nans-best-dark-fruitcake-3962
64d17f6002,Nan's Best Dark Fruitcake:,1 teaspoon allspice,http://www.food.com/recipe/nans-best-dark-fruitcake-3962
64d17f6002,Nan's Best Dark Fruitcake:,1 teaspoon cinnamon,http://www.food.com/recipe/nans-best-dark-fruitcake-3962
64d17f6002,Nan's Best Dark Fruitcake:,14 teaspoon nutmeg,http://www.food.com/recipe/nans-best-dark-fruitcake-3962
64d17f6002,Nan's Best Dark Fruitcake:,"1 cup brown sugar, firmly packed",http://www.food.com/recipe/nans-best-dark-fruitcake-3962
64d17f6002,Nan's Best Dark Fruitcake:,14 teaspoon mace,http://www.food.com/recipe/nans-best-dark-fruitcake-3962
64d17f6002,Nan's Best Dark Fruitcake:,1 cup shortening,http://www.food.com/recipe/nans-best-dark-fruitcake-3962
64d17f6002,Nan's Best Dark Fruitcake:,1 cup dark rum,http://www.food.com/recipe/nans-best-dark-fruitcake-3962
64d17f6002,Nan's Best Dark Fruitcake:,6 eggs,http://www.food.com/recipe/nans-best-dark-fruitcake-3962
64d17f6002,Nan's Best Dark Fruitcake:,13 cup jam (strawberry is best),http://www.food.com/recipe/nans-best-dark-fruitcake-3962
64d17f6002,Nan's Best Dark Fruitcake:,12 cup molasses,http://www.food.com/recipe/nans-best-dark-fruitcake-3962
64d1bf4477,Zucchini (Zoo) Sticks,1 -2 lb zucchini,http://www.food.com/recipe/zucchini-zoo-sticks-518562
64d1bf4477,Zucchini (Zoo) Sticks,1 12 cups breadcrumbs,http://www.food.com/recipe/zucchini-zoo-sticks-518562
64d1bf4477,Zucchini (Zoo) Sticks,12 cup flour,http://www.food.com/recipe/zucchini-zoo-sticks-518562
64d1bf4477,Zucchini (Zoo) Sticks,2 eggs,http://www.food.com/recipe/zucchini-zoo-sticks-518562
64d1bf4477,Zucchini (Zoo) Sticks,12 teaspoon salt & pepper,http://www.food.com/recipe/zucchini-zoo-sticks-518562
64d1bf4477,Zucchini (Zoo) Sticks,1 teaspoon garlic powder,http://www.food.com/recipe/zucchini-zoo-sticks-518562
64d1bf4477,Zucchini (Zoo) Sticks,1 teaspoon oregano,http://www.food.com/recipe/zucchini-zoo-sticks-518562
64d1bf4477,Zucchini (Zoo) Sticks,12 cup parmesan cheese,http://www.food.com/recipe/zucchini-zoo-sticks-518562
64d1bf4477,Zucchini (Zoo) Sticks,12 cup ranch dressing,http://www.food.com/recipe/zucchini-zoo-sticks-518562
64d1bf4477,Zucchini (Zoo) Sticks,12 cup sour cream (or to taste),http://www.food.com/recipe/zucchini-zoo-sticks-518562
64d1c1de26,Homestyle Meatloaf,"1 egg, slightly beaten",http://www.food.com/recipe/homestyle-meatloaf-409056
64d1c1de26,Homestyle Meatloaf,2 teaspoons salt,http://www.food.com/recipe/homestyle-meatloaf-409056
64d1c1de26,Homestyle Meatloaf,12 cup ketchup,http://www.food.com/recipe/homestyle-meatloaf-409056
64d1c1de26,Homestyle Meatloaf,12 cup water,http://www.food.com/recipe/homestyle-meatloaf-409056
64d1c1de26,Homestyle Meatloaf,1 cup soft breadcrumbs (I use Italian seasoned crumbs),http://www.food.com/recipe/homestyle-meatloaf-409056
64d1c1de26,Homestyle Meatloaf,2 tablespoons instant minced onion,http://www.food.com/recipe/homestyle-meatloaf-409056
64d1c1de26,Homestyle Meatloaf,12 cup parmesan cheese,http://www.food.com/recipe/homestyle-meatloaf-409056
64d1c1de26,Homestyle Meatloaf,2 lbs 90% lean ground beef,http://www.food.com/recipe/homestyle-meatloaf-409056
64d213612d,"Potato, Leek & Feta Patties",1 bulb of garlic,http://www.food.com/recipe/potato-leek-feta-patties-277382
64d213612d,"Potato, Leek & Feta Patties","12 cup sweet potato, peeled and chunked",http://www.food.com/recipe/potato-leek-feta-patties-277382
64d213612d,"Potato, Leek & Feta Patties","34 cup carrot, peeled and chopped",http://www.food.com/recipe/potato-leek-feta-patties-277382
64d213612d,"Potato, Leek & Feta Patties","12 cup leek, trimmed and chopped",http://www.food.com/recipe/potato-leek-feta-patties-277382
64d213612d,"Potato, Leek & Feta Patties","2 ounces feta, crumbled",http://www.food.com/recipe/potato-leek-feta-patties-277382
64d213612d,"Potato, Leek & Feta Patties","1 -2 teaspoon Tabasco sauce, to taste",http://www.food.com/recipe/potato-leek-feta-patties-277382
64d213612d,"Potato, Leek & Feta Patties",1 tablespoon cilantro,http://www.food.com/recipe/potato-leek-feta-patties-277382
64d213612d,"Potato, Leek & Feta Patties",ketchup (optional),http://www.food.com/recipe/potato-leek-feta-patties-277382
64d28f6d99,Chicken Burger With Three Mustard Sauce,"1 12 tablespoons onions, diced",http://www.food.com/recipe/chicken-burger-with-three-mustard-sauce-413328
64d28f6d99,Chicken Burger With Three Mustard Sauce,"1 12 tablespoons celery, diced",http://www.food.com/recipe/chicken-burger-with-three-mustard-sauce-413328
64d28f6d99,Chicken Burger With Three Mustard Sauce,1 tablespoon white wine (non-alcoholic),http://www.food.com/recipe/chicken-burger-with-three-mustard-sauce-413328
64d28f6d99,Chicken Burger With Three Mustard Sauce,1 teaspoon dry mustard,http://www.food.com/recipe/chicken-burger-with-three-mustard-sauce-413328
64d28f6d99,Chicken Burger With Three Mustard Sauce,1 tablespoon Dijon mustard,http://www.food.com/recipe/chicken-burger-with-three-mustard-sauce-413328
64d28f6d99,Chicken Burger With Three Mustard Sauce,1 tablespoon green peppercorn mustard,http://www.food.com/recipe/chicken-burger-with-three-mustard-sauce-413328
64d28f6d99,Chicken Burger With Three Mustard Sauce,"12 cup chicken stock, fat-free",http://www.food.com/recipe/chicken-burger-with-three-mustard-sauce-413328
64d28f6d99,Chicken Burger With Three Mustard Sauce,"2 teaspoons fresh parsley, chopped",http://www.food.com/recipe/chicken-burger-with-three-mustard-sauce-413328
64d28f6d99,Chicken Burger With Three Mustard Sauce,"3 tablespoons onions, finely chopped",http://www.food.com/recipe/chicken-burger-with-three-mustard-sauce-413328
64d28f6d99,Chicken Burger With Three Mustard Sauce,"1 pinch dried thyme, crushed",http://www.food.com/recipe/chicken-burger-with-three-mustard-sauce-413328
64d28f6d99,Chicken Burger With Three Mustard Sauce,"1 tablespoon fresh parsley, chopped",http://www.food.com/recipe/chicken-burger-with-three-mustard-sauce-413328
64d28f6d99,Chicken Burger With Three Mustard Sauce,12 lb ground chicken breast,http://www.food.com/recipe/chicken-burger-with-three-mustard-sauce-413328
64d28f6d99,Chicken Burger With Three Mustard Sauce,12 lb skinless dark chicken meat,http://www.food.com/recipe/chicken-burger-with-three-mustard-sauce-413328
64d28f6d99,Chicken Burger With Three Mustard Sauce,14 teaspoon fresh ground black pepper,http://www.food.com/recipe/chicken-burger-with-three-mustard-sauce-413328
64d28f6d99,Chicken Burger With Three Mustard Sauce,14 teaspoon Worcestershire sauce,http://www.food.com/recipe/chicken-burger-with-three-mustard-sauce-413328
64d28f6d99,Chicken Burger With Three Mustard Sauce,2 drops Tabasco sauce,http://www.food.com/recipe/chicken-burger-with-three-mustard-sauce-413328
64d28f6d99,Chicken Burger With Three Mustard Sauce,4 smll whole-grain hamburger buns,http://www.food.com/recipe/chicken-burger-with-three-mustard-sauce-413328
64d28f6d99,Chicken Burger With Three Mustard Sauce,"4 tomatoes, slices",http://www.food.com/recipe/chicken-burger-with-three-mustard-sauce-413328
64d28f6d99,Chicken Burger With Three Mustard Sauce,4 lettuce leaves,http://www.food.com/recipe/chicken-burger-with-three-mustard-sauce-413328
64d2916348,Butterfly Pasta With Cannellini Beans,2 tablespoons olive oil,http://www.food.com/recipe/butterfly-pasta-with-cannellini-beans-489699
64d2916348,Butterfly Pasta With Cannellini Beans,"2 garlic cloves, minced",http://www.food.com/recipe/butterfly-pasta-with-cannellini-beans-489699
64d2916348,Butterfly Pasta With Cannellini Beans,1 (28 ounce) can diced tomatoes with juice,http://www.food.com/recipe/butterfly-pasta-with-cannellini-beans-489699
64d2916348,Butterfly Pasta With Cannellini Beans,"2 (15 ounce) cans cannellini beans, undrained",http://www.food.com/recipe/butterfly-pasta-with-cannellini-beans-489699
64d2916348,Butterfly Pasta With Cannellini Beans,16 ounces farfalle pasta,http://www.food.com/recipe/butterfly-pasta-with-cannellini-beans-489699
64d2916348,Butterfly Pasta With Cannellini Beans,"1 cup loosely packed fresh basil leaf, coarsely chopped",http://www.food.com/recipe/butterfly-pasta-with-cannellini-beans-489699
64d2916348,Butterfly Pasta With Cannellini Beans,salt,http://www.food.com/recipe/butterfly-pasta-with-cannellini-beans-489699
64d2916348,Butterfly Pasta With Cannellini Beans,pepper,http://www.food.com/recipe/butterfly-pasta-with-cannellini-beans-489699
64d2916348,Butterfly Pasta With Cannellini Beans,"grated parmesan cheese, for serving",http://www.food.com/recipe/butterfly-pasta-with-cannellini-beans-489699
64d2bf0dcb,Garlic Herb Butter,"4 tablespoons butter, room temperature",http://www.food.com/recipe/garlic-herb-butter-23227
64d2bf0dcb,Garlic Herb Butter,"1 garlic clove, minced",http://www.food.com/recipe/garlic-herb-butter-23227
64d2bf0dcb,Garlic Herb Butter,12 teaspoon fresh ground black pepper,http://www.food.com/recipe/garlic-herb-butter-23227
64d2bf0dcb,Garlic Herb Butter,1 teaspoon parsley,http://www.food.com/recipe/garlic-herb-butter-23227
64d2bf0dcb,Garlic Herb Butter,1 12 tablespoons basil,http://www.food.com/recipe/garlic-herb-butter-23227
64d2bf0dcb,Garlic Herb Butter,1 tablespoon oregano,http://www.food.com/recipe/garlic-herb-butter-23227
64d2e0f7fa,Cheesy Broccoli,2 garlic cloves,http://www.food.com/recipe/cheesy-broccoli-447133
64d2e0f7fa,Cheesy Broccoli,2 tablespoons vegetable oil,http://www.food.com/recipe/cheesy-broccoli-447133
64d2e0f7fa,Cheesy Broccoli,"20 ounces frozen chopped broccoli, thawed and drained",http://www.food.com/recipe/cheesy-broccoli-447133
64d2e0f7fa,Cheesy Broccoli,1 cup chicken broth,http://www.food.com/recipe/cheesy-broccoli-447133
64d2e0f7fa,Cheesy Broccoli,1 teaspoon dried basil,http://www.food.com/recipe/cheesy-broccoli-447133
64d2e0f7fa,Cheesy Broccoli,2 cups nonfat cottage cheese,http://www.food.com/recipe/cheesy-broccoli-447133
64d2e0f7fa,Cheesy Broccoli,12 cup grated parmesan cheese,http://www.food.com/recipe/cheesy-broccoli-447133
64d2e0f7fa,Cheesy Broccoli,pepper,http://www.food.com/recipe/cheesy-broccoli-447133
64d2e0f7fa,Cheesy Broccoli,1 lb pasta or 1 lb rice,http://www.food.com/recipe/cheesy-broccoli-447133
64d32c273f,Almond Cigar,2 ounces golden rum (preferably Havana Club Anejo 3 Anos),http://www.food.com/recipe/almond-cigar-373804
64d32c273f,Almond Cigar,1 ounce amaretto liqueur,http://www.food.com/recipe/almond-cigar-373804
64d32c273f,Almond Cigar,1 ounce lime juice,http://www.food.com/recipe/almond-cigar-373804
64d32c273f,Almond Cigar,"1 lime peel, for garnish",http://www.food.com/recipe/almond-cigar-373804
64d32c273f,Almond Cigar,1 cinnamon stick,http://www.food.com/recipe/almond-cigar-373804
64d35b5d2c,Hot Cheese and Sausage Dip,14 lb pork sausage,http://www.food.com/recipe/hot-cheese-and-sausage-dip-4390
64d35b5d2c,Hot Cheese and Sausage Dip,"13 cup green onion, diced",http://www.food.com/recipe/hot-cheese-and-sausage-dip-4390
64d35b5d2c,Hot Cheese and Sausage Dip,1 (11 ounce) can condensed cheddar cheese soup,http://www.food.com/recipe/hot-cheese-and-sausage-dip-4390
64d35b5d2c,Hot Cheese and Sausage Dip,12 cup water,http://www.food.com/recipe/hot-cheese-and-sausage-dip-4390
64d3724048,6 Layer Chocolate Cake,"unsalted butter, room temperature, for pans",http://www.food.com/recipe/6-layer-chocolate-cake-499535
64d3724048,6 Layer Chocolate Cake,"3 cups all-purpose flour, plus more for pans",http://www.food.com/recipe/6-layer-chocolate-cake-499535
64d3724048,6 Layer Chocolate Cake,3 cups granulated sugar,http://www.food.com/recipe/6-layer-chocolate-cake-499535
64d3724048,6 Layer Chocolate Cake,1 12 cups unsweetened dutch cocoa,http://www.food.com/recipe/6-layer-chocolate-cake-499535
64d3724048,6 Layer Chocolate Cake,1 tablespoon baking soda,http://www.food.com/recipe/6-layer-chocolate-cake-499535
64d3724048,6 Layer Chocolate Cake,1 12 teaspoons baking powder,http://www.food.com/recipe/6-layer-chocolate-cake-499535
64d3724048,6 Layer Chocolate Cake,coarse salt,http://www.food.com/recipe/6-layer-chocolate-cake-499535
64d3724048,6 Layer Chocolate Cake,4 large eggs,http://www.food.com/recipe/6-layer-chocolate-cake-499535
64d3724048,6 Layer Chocolate Cake,1 12 cups low-fat buttermilk,http://www.food.com/recipe/6-layer-chocolate-cake-499535
64d3724048,6 Layer Chocolate Cake,12 cup plus 2 tablespoons safflower oil,http://www.food.com/recipe/6-layer-chocolate-cake-499535
64d3724048,6 Layer Chocolate Cake,2 teaspoons pure vanilla extract,http://www.food.com/recipe/6-layer-chocolate-cake-499535
64d3724048,6 Layer Chocolate Cake,4 cups granulated sugar,http://www.food.com/recipe/6-layer-chocolate-cake-499535
64d3724048,6 Layer Chocolate Cake,14 cup light corn syrup,http://www.food.com/recipe/6-layer-chocolate-cake-499535
64d3724048,6 Layer Chocolate Cake,2 cups heavy cream,http://www.food.com/recipe/6-layer-chocolate-cake-499535
64d3724048,6 Layer Chocolate Cake,coarse salt,http://www.food.com/recipe/6-layer-chocolate-cake-499535
64d3724048,6 Layer Chocolate Cake,"1 cup cold unsalted butter, cut into tablespoons",http://www.food.com/recipe/6-layer-chocolate-cake-499535
64d3724048,6 Layer Chocolate Cake,14 cup plus 2 tablespoons Dutch-processed cocoa powder,http://www.food.com/recipe/6-layer-chocolate-cake-499535
64d3724048,6 Layer Chocolate Cake,"1 cup unsalted butter, room temperature",http://www.food.com/recipe/6-layer-chocolate-cake-499535
64d3724048,6 Layer Chocolate Cake,12 cup confectioners' sugar,http://www.food.com/recipe/6-layer-chocolate-cake-499535
64d3724048,6 Layer Chocolate Cake,coarse salt,http://www.food.com/recipe/6-layer-chocolate-cake-499535
64d3724048,6 Layer Chocolate Cake,"1 lb semisweet chocolate, chopped, melted, and cooled",http://www.food.com/recipe/6-layer-chocolate-cake-499535
64d3782e29,Alfajores,"12 ounces unsalted butter, at a cool room temperature",http://www.food.com/recipe/alfajores-403173
64d3782e29,Alfajores,1 cup confectioners' sugar,http://www.food.com/recipe/alfajores-403173
64d3782e29,Alfajores,2 tablespoons granulated sugar,http://www.food.com/recipe/alfajores-403173
64d3782e29,Alfajores,"3 cups flour, plus more for the work surface",http://www.food.com/recipe/alfajores-403173
64d3782e29,Alfajores,13 cup ground almonds,http://www.food.com/recipe/alfajores-403173
64d3782e29,Alfajores,14 teaspoon salt,http://www.food.com/recipe/alfajores-403173
64d3782e29,Alfajores,12 teaspoon vanilla extract,http://www.food.com/recipe/alfajores-403173
64d3782e29,Alfajores,14 teaspoon almond extract,http://www.food.com/recipe/alfajores-403173
64d3782e29,Alfajores,2 cups dulce de leche (see headnote),http://www.food.com/recipe/alfajores-403173
64d3b3f1f9,Eggplant (Aubergine) Casserole #2,"3 cups eggplants, cubed",http://www.food.com/recipe/eggplant-aubergine-casserole-2-96260
64d3b3f1f9,Eggplant (Aubergine) Casserole #2,"1 onion, sliced",http://www.food.com/recipe/eggplant-aubergine-casserole-2-96260
64d3b3f1f9,Eggplant (Aubergine) Casserole #2,2 tablespoons olive oil,http://www.food.com/recipe/eggplant-aubergine-casserole-2-96260
64d3b3f1f9,Eggplant (Aubergine) Casserole #2,"salt, to taste",http://www.food.com/recipe/eggplant-aubergine-casserole-2-96260
64d3b3f1f9,Eggplant (Aubergine) Casserole #2,"pepper, to taste",http://www.food.com/recipe/eggplant-aubergine-casserole-2-96260
64d3b3f1f9,Eggplant (Aubergine) Casserole #2,"8 ounces cheddar cheese, grated",http://www.food.com/recipe/eggplant-aubergine-casserole-2-96260
64d3b3f1f9,Eggplant (Aubergine) Casserole #2,1 cup nonfat milk,http://www.food.com/recipe/eggplant-aubergine-casserole-2-96260
64d3b3f1f9,Eggplant (Aubergine) Casserole #2,1 tablespoon TABASCO brand Chipotle Pepper Sauce,http://www.food.com/recipe/eggplant-aubergine-casserole-2-96260
64d3b3f1f9,Eggplant (Aubergine) Casserole #2,"1 cup dry textured vegetable protein (textured vegetable protein, available at ny health-foods store)",http://www.food.com/recipe/eggplant-aubergine-casserole-2-96260
64d3b3f1f9,Eggplant (Aubergine) Casserole #2,"2 eggs, beaten",http://www.food.com/recipe/eggplant-aubergine-casserole-2-96260
64d3c585eb,Lamb and Carrot Stew (Bredie),20 ml sunflower oil,http://www.food.com/recipe/lamb-and-carrot-stew-bredie-194234
64d3c585eb,Lamb and Carrot Stew (Bredie),"2 onions, thinly sliced",http://www.food.com/recipe/lamb-and-carrot-stew-bredie-194234
64d3c585eb,Lamb and Carrot Stew (Bredie),2 whole allspice,http://www.food.com/recipe/lamb-and-carrot-stew-bredie-194234
64d3c585eb,Lamb and Carrot Stew (Bredie),3 whole cloves,http://www.food.com/recipe/lamb-and-carrot-stew-bredie-194234
64d3c585eb,Lamb and Carrot Stew (Bredie),2 cinnamon sticks,http://www.food.com/recipe/lamb-and-carrot-stew-bredie-194234
64d3c585eb,Lamb and Carrot Stew (Bredie),"600 g mutton or 600 g lamb, pieces",http://www.food.com/recipe/lamb-and-carrot-stew-bredie-194234
64d3c585eb,Lamb and Carrot Stew (Bredie),1 teaspoon salt,http://www.food.com/recipe/lamb-and-carrot-stew-bredie-194234
